t1,9.81
t3,29.04
t2,20.02
t3,30.84
t1,9.59
t3,29.43
t3,29.55
t2,19.44
t2,20.48
t2,20.01
t3,29.97
t1,9.94
t2,20.05
t1,10.67
t3,29.94
t2,19.87
t3,31.00
t1,10.31
t2,19.15
t3,29.07
t2,19.88
t2,20.04
t1,9.39
t1,9.99
t1,9.92
t3,29.04
t1,9.24
t2,20.20
t3,30.83
t3,30.83
t2,20.16
t2,19.01
t1,9.05
t2,20.90
t1,9.75
t3,29.25
t1,9.21
t3,29.79
t2,20.88
t1,9.78
t1,10.76
t3,29.60
t1,10.52
t1,10.78
t3,29.57
t2,19.71
t3,29.97
t3,29.56
t2,20.83
t1,9.25
t3,29.33
t3,29.29
t2,19.99
t1,9.41
t3,30.43
t2,20.93
t1,9.36
t1,10.09
t2,19.11
t2,19.93
t1,9.49
t2,20.75
t1,10.48
t1,9.53
t1,10.71
t1,10.38
t2,20.29
t1,9.26
t3,30.30
t3,30.87
t2,20.72
t2,20.01
t3,30.82
t1,10.82
t1,9.74
t2,20.54
t3,29.97
t2,20.93
t1,9.65
t1,9.55
t2,20.87
t2,19.28
t2,19.27
t2,19.87
t3,29.04
t3,29.88
t3,30.55
t1,10.71
t1,10.19
t2,19.63
t2,19.25
t1,9.44
t1,9.15
t2,19.90
t2,19.95
t3,29.55
t2,19.45
t2,20.76
t2,19.77
t3,29.32
t1,9.14
t2,19.79
t2,19.57
t2,20.07
t2,20.86
t2,19.56
t1,10.03
t3,30.23
t2,19.68
t3,30.47
t3,29.55
t3,29.61
t2,19.48
t3,29.58
t3,29.30
t2,20.95
t2,20.59
t2,19.23
t1,10.53
t1,10.00
t1,10.79
t2,20.71
t3,29.88
t1,9.92
t1,10.63
t1,10.09
t1,9.90
t2,20.98
t2,19.14
t3,30.30
t1,10.43
t3,29.98
t2,19.03
t3,29.27
t2,20.69
t3,30.55
t2,19.48
t3,29.04
t1,9.81
t3,29.92
t2,20.30
t2,19.33
t3,30.66
t2,19.90
t3,29.02
t3,29.92
t2,19.57
t3,30.75
t2,20.77
t2,20.41
t1,10.64
t2,20.53
t3,30.93
t3,29.09
t2,19.81
t1,9.95
t3,29.75
t1,10.42
t1,10.92
t2,20.80
t2,20.75
t2,19.92
t2,19.56
t1,9.14
t3,30.11
t3,29.50
t2,20.76
t1,10.29
t1,9.57
t3,30.10
t3,30.76
t2,20.97
t1,11.00
t1,10.18
t1,10.86
t3,29.16
t1,9.43
t2,19.28
t1,9.86
t2,19.18
t1,9.82
t2,19.29
t2,20.17
t1,10.61
t2,20.14
t2,19.48
t1,9.84
t2,20.46
t2,20.76
t2,20.64
t1,9.03
t2,19.44
t1,9.54
t1,9.80
t3,30.85
t1,9.97
t2,20.80
t3,30.98
t2,20.45
t1,9.60
t1,9.54
t1,10.98
t3,29.63
t2,20.20
t1,10.24
t3,29.51
t3,30.34
t1,9.06
t1,9.48
t1,10.56
t1,9.05
t1,9.63
t1,10.00
t1,9.79
t1,9.98
t2,19.59
t3,29.41
t1,10.84
t1,9.41
t2,20.26
t1,10.33
t2,19.44
t2,20.15
t2,20.37
t1,9.56
t2,20.74
t1,10.04
t1,9.10
t3,29.52
t1,10.70
t1,10.14
t2,19.43
t1,9.68
t2,20.75
t1,10.23
t2,19.00
t2,21.00
t3,29.38
t3,30.95
t3,29.26
t3,30.58
t3,29.28
t3,29.69
t3,30.04
t1,9.16
t3,29.10
t3,30.54
t1,10.82
t2,19.35
t2,20.91
t3,30.35
t2,19.41
t1,10.87
t2,19.06
t1,9.13
t1,9.77
t2,19.47
t3,29.11
t3,29.09
t3,29.83
t2,19.85
t2,19.85
t2,19.37
t1,9.08
t1,9.01
t2,19.64
t1,10.68
t2,19.63
t1,9.61
t1,10.14
t1,9.96
t3,29.83
t1,9.46
t1,10.77
t1,10.24
t2,20.35
t2,19.05
t1,10.13
t2,20.71
t2,19.69
t2,19.30
t3,29.43
t3,30.09
t1,9.67
t2,20.75
t1,10.09
t1,10.37
t1,9.44
t2,20.84
t1,9.19
t2,20.52
t2,20.66
t1,9.95
t2,19.25
t2,20.42
t2,19.65
t3,30.84
t1,10.90
t2,19.64
t1,10.19
t1,10.98
t1,9.05
t2,19.39
t2,19.30
t3,30.32
t3,30.31
t2,20.11
t1,10.30
t2,20.75
t1,9.86
t2,19.91
t2,20.86
t1,10.81
t2,20.68
t3,30.11
t3,30.44
t3,29.36
t1,9.88
t2,19.96
t2,20.61
t1,9.97
t2,19.70
t2,20.77
t2,20.32
t3,30.62
t3,29.02
t1,9.04
t1,9.88
t3,29.80
t1,10.83
t1,10.58
t3,29.89
t3,29.85
t1,10.63
t2,19.90
t1,9.34
t2,20.49
t1,9.39
t2,19.91
t1,10.21
t3,30.80
t3,29.65
t1,9.78
t3,30.07
t3,29.24
t2,20.30
t1,10.57
t3,29.55
t2,20.13
t3,30.95
t2,20.52
t3,30.11
t1,9.60
t3,29.13
t2,20.54
t2,20.45
t2,19.54
t3,29.81
t2,19.41
t1,10.53
t3,30.41
t3,29.64
t1,9.26
t2,20.10
t1,10.47
t1,9.22
t1,10.93
t2,20.16
t2,19.96
t2,19.28
t1,10.04
t1,10.43
t3,30.78
t1,10.54
t1,10.22
t1,9.61
t2,19.93
t2,19.01
t1,9.16
t3,29.80
t1,10.76
t3,30.75
t3,29.66
t2,19.64
t2,19.34
t2,20.15
t2,19.65
t2,19.59
t2,19.09
t3,29.38
t2,19.82
t3,30.26
t3,30.78
t2,20.15
t1,10.29
t3,30.24
t2,20.25
t3,30.74
t3,29.99
t3,29.98
t1,10.84
t3,29.81
t1,10.26
t2,20.67
t3,29.01
t2,19.93
t1,9.97
t3,30.77
t3,30.13
t2,20.91
t1,10.97
t2,20.60
t3,30.03
t1,9.59
t2,19.78
t1,10.41
t3,30.32
t1,10.44
t3,30.45
t2,19.43
t2,20.88
t3,29.91
t2,20.94
t1,9.68
t2,19.03
t1,10.03
t2,20.27
t2,20.43
t1,10.16
t1,9.57
t1,9.41
t3,29.44
t1,10.27
t1,9.97
t1,9.04
t1,10.09
t2,19.94
t3,30.78
t2,20.16
t2,19.05
t3,30.19
t3,29.73
t2,19.47
t1,10.40
t1,9.80
t3,30.88
t2,19.20
t3,30.53
t2,20.23
t3,29.99
t2,19.80
t2,20.23
t2,19.27
t1,9.42
t3,30.54
t3,29.97
t2,20.64
t2,19.21
t3,30.51
t1,9.15
t2,19.94
t2,19.07
t3,29.04
t2,19.97
t3,30.26
t3,30.36
t3,30.58
t1,10.19
t3,29.55
t3,29.07
t2,20.09
t1,9.77
t3,29.01
t3,29.77
t1,9.92
t2,19.27
t2,20.28
t3,30.86
t1,9.33
t1,10.94
t3,29.32
t1,10.15
t1,9.56
t1,10.81
t1,10.34
t1,10.92
t3,30.24
t3,29.71
t2,19.76
t1,10.17
t2,19.46
t3,29.25
t2,20.20
t3,29.08
t3,30.08
t2,19.29
t3,30.26
t1,9.78
t1,10.69
t2,19.40
t1,9.42
t3,29.08
t2,19.57
t1,10.38
t3,29.81
t1,9.56
t1,10.54
t1,10.82
t3,30.07
t2,20.52
t1,10.18
t1,10.47
t2,20.94
t3,29.00
t3,29.84
t2,19.63
t2,19.65
t1,9.94
t2,19.20
t1,9.49
t2,19.73
t1,10.09
t2,19.38
t1,10.71
t3,30.02
t1,10.65
t3,29.83
t1,10.77
t1,9.47
t3,29.75
t1,9.63
t3,30.58
t3,29.38
t1,10.29
t1,9.60
t1,10.62
t3,30.33
t2,19.19
t1,10.76
t2,20.86
t1,9.53
t3,30.43
t1,10.20
t2,19.27
t3,30.23
t3,30.16
t2,19.95
t1,10.59
t1,10.65
t1,10.37
t2,19.30
t1,9.73
t3,30.89
t2,19.73
t2,20.22
t2,19.12
t2,20.51
t1,9.38
t3,29.98
t1,9.40
t1,10.49
t3,29.49
t3,30.27
t2,19.21
t2,20.09
t2,20.61
t3,29.10
t1,10.37
t3,30.70
t1,9.60
t3,29.71
t1,10.46
t1,10.85
t3,29.98
t2,20.63
t1,10.70
t1,10.57
t1,10.72
t2,20.80
t1,10.38
t3,29.59
t2,20.19
t2,20.72
t1,10.86
t1,10.57
t3,30.83
t2,19.15
t3,30.38
t2,19.65
t2,19.87
t1,10.61
t3,29.93
t2,19.64
t1,9.12
t2,20.66
t1,9.32
t1,9.84
t1,10.11
t2,19.45
t3,30.00
t1,10.68
t3,29.19
t3,30.28
t1,9.40
t2,19.89
t1,9.55
t2,19.32
t2,20.90
t1,9.18
t2,19.91
t1,10.94
t2,20.11
t3,29.23
t1,9.79
t1,9.31
t3,30.85
t3,30.92
t1,10.73
t2,19.03
t1,9.76
t1,10.61
t2,19.68
t1,9.81
t2,20.23
t3,30.32
t1,10.30
t2,20.04
t2,19.41
t3,30.74
t3,29.75
t2,20.27
t2,20.57
t1,9.65
t2,19.22
t3,29.80
t2,20.54
t1,9.55
t3,29.28
t3,30.58
t3,29.75
t1,9.19
t3,30.98
t3,30.05
t3,30.46
t1,10.55
t2,20.78
t2,20.76
t3,30.64
t3,30.88
t3,29.99
t2,19.14
t3,29.02
t3,30.97
t1,9.34
t1,9.14
t2,20.80
t1,9.42
t1,9.68
t2,19.15
t1,9.09
t1,9.45
t2,20.62
t2,20.18
t2,20.57
t3,29.23
t1,9.93
t2,20.53
t2,20.08
t1,10.03
t2,19.18
t2,20.72
t2,19.36
t1,9.05
t2,20.81
t2,20.26
t1,10.87
t3,30.75
t2,20.09
t3,30.73
t3,29.85
t3,29.40
t2,19.34
t3,29.91
t3,29.36
t1,9.98
t2,20.05
t2,19.25
t1,9.17
t3,29.17
t2,19.12
t2,20.00
t2,20.09
t2,19.65
t3,29.55
t1,9.94
t2,20.18
t2,20.26
t1,10.07
t3,29.18
t1,10.04
t1,11.00
t2,20.61
t2,19.71
t1,9.32
t3,29.21
t2,20.57
t2,19.97
t2,19.40
t2,19.20
t1,10.22
t2,19.39
t2,19.91
t1,9.04
t2,20.97
t2,20.78
t1,9.35
t3,30.48
t1,10.37
t2,20.81
t3,30.36
t2,19.12
t1,9.44
t2,19.55
t1,10.89
t3,29.25
t1,10.56
t2,20.44
t1,10.37
t2,20.82
t3,29.39
t3,29.75
t2,20.05
t1,10.62
t1,10.40
t3,30.50
t2,19.48
t3,30.81
t3,30.09
t2,20.03
t3,30.56
t3,29.50
t2,19.82
t3,29.94
t1,10.96
t2,20.00
t1,9.68
t2,19.21
t2,20.95
t1,10.67
t2,19.91
t2,19.23
t1,10.94
t1,10.00
t1,10.97
t3,30.33
t3,30.29
t3,29.17
t2,19.19
t1,10.09
t3,29.94
t3,29.31
t1,10.13
t2,20.09
t2,20.26
t1,10.17
t2,19.07
t3,29.32
